Nombre del Cliente: ALIANZ CONTADORES Y CONSUL. LTDA
Codigo del Cliente: F05639
Numero de Factura: FCA-0001-00497032
Periodo: Enero 2026
Contrato: CM_0000151
Divisa: CLF
Tipo de Cambio: 39694.31
Pedido de Venta: PVT-000807464


Dirección del Equipo; Localización; Modelo; Serie; Descripción; Minimo Grupal; Lectura Anterior; Lectura Actual; Créditos; Minimo; Copias sobre el Mínimo; Costo Copia;Total Neto CLF;Total Neto CLP 
Visviri 1360 - Depto 71 - Las Condes - Santiago Las Condes SANTIAGO, Chile;COPYBN;MP501SPF;G988XC08318;-;Individual;44940;45043;0;0;103;0,000350;0,036;1.431,0000;
